Name,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,Region,City,State-Province,CategoryName,ItemCost,NumberofItem
Kurt,1977-12-13,S,M,kurt21@adventure-works.com,20000,West,Essen,Hamburg,,2384.07,100
Shawn,1977-12-11,S,M,shawn5@adventure-works.com,30000,East,Paris,Seine (Paris),,539.99,42
Anna,1981-05-04,S,F,anna42@adventure-works.com,40000,East,Bremerton,Washington,,21.49,18
Adrian,1981-01-21,S,M,adrian8@adventure-works.com,70000,South,Oakland,California,,539.99,56
Victoria,1980-05-09,S,F,victoria46@adventure-works.com,60000,West,Shawnee,British Columbia,,2443.35,64
Alan,1953-02-08,M,M,alan12@adventure-works.com,20000,South,Gold Coast,Queensland,,34.99,49
Madison,1953-06-17,S,F,madison30@adventure-works.com,20000,East,Melbourne,Victoria,,24.49,41
Tabitha,1954-05-15,M,F,tabitha5@adventure-works.com,30000,South,Bendigo,Victoria,,1700.99,87
Warren,1954-10-17,M,M,warren42@adventure-works.com,40000,West,Melbourne,Victoria,,3.99,50
Dustin,1954-02-07,M,M,dustin8@adventure-works.com,40000,East,Springwood,New South Wales,,24.99,73
Ian,1984-04-23,S,M,ian56@adventure-works.com,40000,East,Burbank,California,,2294.99,83
Rachael,1955-05-16,M,F,rachael7@adventure-works.com,30000,South,North Sydney,New South Wales,,9.99,58
Brianna,1955-05-17,S,F,brianna66@adventure-works.com,30000,West,Melton,Victoria,,4.99,86
Joel,1955-04-28,M,M,joel18@adventure-works.com,30000,South,Hobart,Tasmania,,34.99,45
Frederick,1955-07-06,M,M,frederick13@adventure-works.com,30000,East,Lane Cove,New South Wales,,2294.99,4
Megan,1984-05-17,M,F,megan21@adventure-works.com,60000,South,San Gabriel,California,,34.99,71
Christian,1983-04-19,S,M,christian52@adventure-works.com,70000,West,Langford,British Columbia,,2294.99,98
Theodore,1956-03-24,M,M,theodore21@adventure-works.com,40000,East,Wollongong,New South Wales,,21.98,78
Brenda,1957-11-05,M,F,brenda19@adventure-works.com,40000,East,Seaford,Victoria,,2294.99,80
Jordyn,1958-11-25,S,F,jordyn15@adventure-works.com,80000,South,Warrnambool,Victoria,,21.98,77
Monique,1958-08-08,S,F,monique14@adventure-works.com,80000,West,Warrnambool,Victoria,,34.99,7
Dawn,1958-05-18,S,F,dawn28@adventure-works.com,80000,South,Darlinghurst,New South Wales,,769.49,8
Julia,1979-07-07,S,F,julia59@adventure-works.com,30000,East,Sooke,British Columbia,,4.99,68
Hunter,1979-11-09,S,M,hunter62@adventure-works.com,30000,South,Issaquah,Washington,,29.99,29
Danielle,1979-10-17,S,F,danielle5@adventure-works.com,30000,West,Lynnwood,Washington,,539.99,95
Chloe,1979-02-20,S,F,chloe74@adventure-works.com,30000,East,Renton,Washington,,8.99,32
Vanessa,1979-07-27,S,F,vanessa2@adventure-works.com,30000,East,Seattle,Washington,,4.99,52
Jackson,1979-02-13,S,M,jackson29@adventure-works.com,30000,South,Woodburn,Oregon,,34.99,66
Christian,1979-03-02,M,M,christian45@adventure-works.com,60000,West,Mill Valley,California,,49.99,9
Justin,1978-08-05,S,M,justin17@adventure-works.com,30000,South,San Diego,California,,2294.99,18
Erin,1978-08-07,S,F,erin10@adventure-works.com,30000,East,Fremont,California,,9.99,44
Catherine,1977-12-13,M,F,catherine13@adventure-works.com,60000,South,Metchosin,British Columbia,,4.99,93
Tracy,1943-11-19,M,F,tracy17@adventure-works.com,10000,West,Orleans,Loiret,,8.99,83
Brent,1943-08-14,M,M,brent13@adventure-works.com,10000,East,Pantin,Seine Saint Denis,,2319.99,28
Veronica,1945-05-02,M,F,veronica6@adventure-works.com,30000,East,London,England,,9.99,100
Brad,1946-12-05,M,M,brad17@adventure-works.com,10000,South,Paris,Seine (Paris),,4.99,56
Joe,1946-06-20,M,M,joe15@adventure-works.com,30000,West,Cambridge,England,,539.99,14
Ricardo,1946-04-07,S,M,ricardo9@adventure-works.com,40000,South,York,England,,8.99,14
Ronnie,1947-05-14,S,M,ronnie1@adventure-works.com,10000,East,Lieusaint,Seine et Marne,,8.99,32
Manuel,1984-01-11,S,M,manuel14@adventure-works.com,10000,South,Malabar,New South Wales,,4.99,48
Troy,1984-02-04,M,M,troy6@adventure-works.com,10000,West,Hobart,Tasmania,,1120.49,75
Melvin,1984-07-27,M,M,melvin0@adventure-works.com,20000,East,Townsville,Queensland,,34.99,79
Katrina,1980-03-19,M,F,katrina20@adventure-works.com,10000,East,Wollongong,New South Wales,,2384.07,99
Krystal,1980-06-19,S,F,krystal6@adventure-works.com,10000,South,Cranbourne,Victoria,,34.99,80
Yolanda,1980-08-14,S,F,yolanda14@adventure-works.com,10000,West,Hervey Bay,Queensland,,1214.85,11
Misty,1980-10-23,M,F,misty23@adventure-works.com,10000,South,Bendigo,Victoria,,53.99,60
Tonya,1983-08-11,S,F,tonya0@adventure-works.com,10000,East,Hawthorne,Queensland,,2443.35,83
Casey,1983-07-05,M,F,casey13@adventure-works.com,10000,South,Caloundra,Queensland,,8.99,25
Sandra,1983-01-11,M,F,sandra12@adventure-works.com,20000,West,Hervey Bay,Queensland,,4.99,63
Damien,1983-07-24,M,M,damien4@adventure-works.com,20000,East,Hawthorne,Queensland,,2443.35,16
Martha,1982-05-25,M,F,martha16@adventure-works.com,20000,East,Goulburn,New South Wales,,2319.99,33
Arthur,1982-10-25,S,M,arthur22@adventure-works.com,20000,South,Sunbury,Victoria,,9.99,85
Cory,1982-06-20,S,M,cory5@adventure-works.com,20000,West,Milsons Point,New South Wales,,4.99,60
Dominique,1982-08-25,S,F,dominique12@adventure-works.com,20000,South,Melton,Victoria,,34.99,2
Jonathon,1981-07-28,M,M,jonathon8@adventure-works.com,20000,East,Goulburn,New South Wales,,2294.99,33
Priscilla,1947-10-18,M,F,priscilla14@adventure-works.com,30000,South,London,England,,9.99,92
Lacey,1947-06-25,S,F,lacey27@adventure-works.com,30000,West,London,England,,4.99,43
Tommy,1965-06-24,S,M,tommy6@adventure-works.com,20000,East,Cergy,Val d'Oise,,8.99,64
Kristen,1965-05-24,M,F,kristen18@adventure-works.com,20000,East,Drancy,Seine Saint Denis,,2319.99,25
Claudia,1965-02-05,M,F,claudia18@adventure-works.com,30000,South,München,Hessen,,9.99,55
Colin,1964-05-12,S,M,colin2@adventure-works.com,10000,West,Paris,Seine (Paris),,4.99,76
Meghan,1964-07-22,S,F,meghan5@adventure-works.com,10000,South,Saint-Denis,Seine Saint Denis,,34.99,53
Arthur,1964-10-13,S,M,arthur37@adventure-works.com,20000,East,Saarbrücken,Saarland,,2443.35,93
Stacey,1964-01-13,S,F,stacey18@adventure-works.com,20000,South,Frankfurt am Main,Hamburg,,34.99,88
Christy,1964-01-11,S,F,christy3@adventure-works.com,20000,West,Hof,Bayern,,564.99,55
Theodore,1964-09-15,M,M,theodore16@adventure-works.com,20000,East,Salzgitter,Hessen,,21.98,67
Micah,1964-12-28,S,M,micah8@adventure-works.com,20000,East,Billericay,England,,34.99,16
Jésus,1964-06-09,M,M,jésus21@adventure-works.com,20000,South,Gloucestershire,England,,24.49,11
Jenny,1964-06-10,M,F,jenny17@adventure-works.com,20000,West,London,England,,2294.99,77
Eduardo,1963-04-08,M,M,eduardo80@adventure-works.com,10000,South,Saint Germain en Laye,Yveline,,34.99,8
Alicia,1963-01-12,M,F,alicia10@adventure-works.com,10000,East,Paris,Seine (Paris),,742.35,60
Terrance,1963-08-28,M,M,terrance1@adventure-works.com,20000,South,London,England,,8.99,77
Jake,1962-02-15,M,M,jake5@adventure-works.com,20000,West,Paris La Defense,Hauts de Seine,,1120.49,56
Darren,1964-07-14,M,M,darren44@adventure-works.com,30000,East,Roncq,Nord,,24.99,96
Linda,1963-08-06,S,F,linda21@adventure-works.com,30000,East,Berlin,Hessen,,3.99,6
Frederick,1963-02-22,M,M,frederick6@adventure-works.com,30000,South,West Sussex,England,,34.99,90
Christy,1963-11-14,S,F,christy27@adventure-works.com,30000,West,Roubaix,Nord,,53.99,62
Joe,1963-07-10,M,M,joe22@adventure-works.com,30000,South,Leipzig,Nordrhein-Westfalen,,2384.07,20
Gabriella,1963-03-05,M,F,gabriella26@adventure-works.com,40000,East,Esher-Molesey,England,,34.99,32
Casey,1962-08-17,S,F,casey17@adventure-works.com,30000,South,Warrington,England,,539.99,33
Mathew,1974-06-21,M,M,mathew10@adventure-works.com,10000,West,Les Ulis,Essonne,,8.99,87
Angelica,1974-01-06,S,F,angelica14@adventure-works.com,20000,East,Werne,Nordrhein-Westfalen,,4.99,74
Derek,1974-04-17,S,M,derek14@adventure-works.com,20000,East,Paris,Seine (Paris),,2294.99,64
Preston,1974-04-17,S,M,preston9@adventure-works.com,20000,South,Stuttgart,Saarland,,35.0,57
Candace,1973-10-23,S,F,candace16@adventure-works.com,10000,West,Cergy,Val d'Oise,,2319.99,64
Kelvin,1974-10-14,S,M,kelvin31@adventure-works.com,30000,South,Saint-Denis,Seine Saint Denis,,21.98,6
Kurt,1974-12-06,M,M,kurt6@adventure-works.com,30000,East,Leeds,England,,9.99,90
Colleen,1974-09-10,M,F,colleen0@adventure-works.com,40000,South,Oxford,England,,4.99,100
Mackenzie,1923-08-27,S,F,mackenzie37@adventure-works.com,20000,West,Newcastle upon Tyne,England,,8.99,71
Susan,1973-08-07,S,F,susan16@adventure-works.com,20000,East,Bracknell,England,,2319.99,90
Corey,1973-04-08,M,M,corey19@adventure-works.com,40000,East,Darmstadt,Hessen,,4.99,9
Ashlee,1973-01-22,S,F,ashlee9@adventure-works.com,40000,South,Roissy en Brie,Seine et Marne,,35.0,44
Erick,1973-09-10,S,M,erick16@adventure-works.com,50000,West,Saarlouis,Saarland,,2.29,31
Caroline,1926-02-13,M,F,caroline8@adventure-works.com,40000,South,Kassel,Hessen,,539.99,3
Colleen,1956-09-12,S,F,colleen3@adventure-works.com,10000,East,Colombes,Hauts de Seine,,1214.85,70
Julie,1956-03-20,M,F,julie4@adventure-works.com,20000,South,Versailles,Yveline,,4.99,11
Audrey,1955-09-09,M,F,audrey13@adventure-works.com,20000,West,Newcastle upon Tyne,England,,28.99,56
Jon,1972-05-17,S,M,jon45@adventure-works.com,10000,East,Berlin,Hamburg,,24.49,53
Ruben,1972-02-10,S,M,ruben36@adventure-works.com,20000,East,London,England,,34.99,62
Joe,1972-03-12,S,M,joe25@adventure-works.com,20000,South,Bracknell,England,,539.99,60
Veronica,1948-09-03,S,F,veronica4@adventure-works.com,170000,West,Milton Keynes,England,,8.99,31
Corey,1950-10-12,S,M,corey17@adventure-works.com,90000,South,Metz,Moselle,,1120.49,20
Leah,1950-04-03,S,F,leah1@adventure-works.com,90000,East,Paris La Defense,Hauts de Seine,,8.99,6
Stefanie,1950-12-05,S,F,stefanie3@adventure-works.com,100000,South,Darmstadt,Hessen,,53.99,13
Zachary,1957-06-20,M,M,zachary34@adventure-works.com,70000,West,Cheltenham,England,,539.99,48
Dawn,1958-07-04,M,F,dawn3@adventure-works.com,100000,East,Metz,Moselle,,21.49,54
Kenneth,1958-07-23,S,M,kenneth17@adventure-works.com,100000,East,Pantin,Seine Saint Denis,,1214.85,74
Frank,1958-10-04,M,M,frank19@adventure-works.com,100000,South,Berlin,Saarland,,8.99,83
Justin,1958-05-05,M,M,justin45@adventure-works.com,100000,West,Frankfurt,Hessen,,4.99,12
Devin,1958-05-03,S,M,devin73@adventure-works.com,170000,South,Watford,England,,8.99,79
Vincent,1958-05-06,M,M,vincent12@adventure-works.com,170000,East,West Sussex,England,,2319.99,8
Leonard,1957-06-23,M,M,leonard17@adventure-works.com,100000,South,Versailles,Yveline,,35.0,85
Zachary,1957-09-11,M,M,zachary48@adventure-works.com,120000,West,Solingen,Nordrhein-Westfalen,,1700.99,45
Andre,1957-04-03,M,M,andre17@adventure-works.com,130000,East,London,England,,53.99,16
Martin,1957-04-10,M,M,martin6@adventure-works.com,130000,East,Maidenhead,England,,8.99,49
Shawn,1957-09-02,M,M,shawn3@adventure-works.com,150000,South,Oxford,England,,2443.35,90
Clarence,1957-10-27,M,M,clarence11@adventure-works.com,160000,West,Reading,England,,32.6,46
Jacquelyn,1956-11-15,M,F,jacquelyn1@adventure-works.com,80000,South,Saint Germain en Laye,Yveline,,2443.35,37
Suzanne,1956-01-05,M,F,suzanne20@adventure-works.com,120000,East,Birmingham,England,,3.99,21
Andrew,1956-03-04,M,M,andrew12@adventure-works.com,170000,South,Peterborough,England,,32.6,80
Cameron,1956-07-19,M,M,cameron50@adventure-works.com,170000,West,Runcorn,England,,2319.99,28
Gabrielle,1955-03-28,S,F,gabrielle53@adventure-works.com,70000,East,Saint Germain en Laye,Yveline,,4.99,10
Kelli,1955-03-15,S,F,kelli13@adventure-works.com,100000,East,Salzgitter,Hessen,,9.99,6
Kate,1955-11-03,S,F,kate14@adventure-works.com,130000,South,Bury,England,,54.99,77
Ramón,1954-05-17,M,M,ramón19@adventure-works.com,150000,West,London,England,,8.99,37
Janet,1952-05-16,S,F,janet25@adventure-works.com,90000,South,Sèvres,Hauts de Seine,,2443.35,77
Tabitha,1952-02-09,S,F,tabitha9@adventure-works.com,130000,East,Oxford,England,,2294.99,47
Jill,1952-09-19,M,F,jill19@adventure-works.com,150000,South,Runcorn,England,,21.98,47
Scott,1951-11-19,M,F,scott11@adventure-works.com,110000,West,München,Hamburg,,4.99,66
Roy,1951-01-04,M,M,roy36@adventure-works.com,120000,East,Sulzbach Taunus,Saarland,,9.99,16
Toni,1979-11-10,M,F,toni11@adventure-works.com,60000,East,Port Macquarie,New South Wales,,2294.99,99
Ricky,1980-11-09,S,M,ricky16@adventure-works.com,70000,South,Matraville,New South Wales,,2.29,76
Logan,1979-08-27,M,M,logan18@adventure-works.com,70000,West,Brisbane,Queensland,,742.35,54
Ricky,1979-12-13,S,M,ricky0@adventure-works.com,70000,South,Brisbane,Queensland,,34.99,23
Gary,1978-08-13,S,M,gary16@adventure-works.com,70000,East,Hobart,Tasmania,,1700.99,53
Sydney,1978-06-23,M,F,sydney81@adventure-works.com,70000,South,Coffs Harbour,New South Wales,,2384.07,14
Dylan,1979-01-16,S,M,dylan50@adventure-works.com,80000,West,Port Macquarie,New South Wales,,34.99,21
Ebony,1979-08-22,S,F,ebony31@adventure-works.com,90000,East,Matraville,New South Wales,,2294.99,94
Cassie,1978-04-08,M,F,cassie2@adventure-works.com,70000,East,Caloundra,Queensland,,2294.99,46
Alison,1977-09-22,M,F,alison1@adventure-works.com,80000,South,Springwood,New South Wales,,2319.99,98
Kaitlin,1977-02-08,S,F,kaitlin3@adventure-works.com,80000,West,Perth,South Australia,,9.99,70
Kelvin,1978-06-06,S,M,kelvin35@adventure-works.com,90000,South,Perth,South Australia,,4.99,29
Alvin,1978-02-06,M,M,alvin25@adventure-works.com,100000,East,Warrnambool,Victoria,,34.99,48
Cassandra,1978-06-17,M,F,cassandra14@adventure-works.com,110000,South,Findon,South Australia,,2294.99,57
Whitney,1978-05-05,M,F,whitney20@adventure-works.com,120000,West,North Ryde,New South Wales,,2319.99,82
Cameron,1977-05-16,M,M,cameron33@adventure-works.com,90000,East,Sydney,New South Wales,,54.99,7
Birgit,1977-03-16,M,F,birgit0@adventure-works.com,100000,East,Bendigo,Victoria,,539.99,20
Byron,1977-05-15,S,M,byron6@adventure-works.com,100000,South,Newcastle,New South Wales,,34.99,52
Andres,1977-09-04,S,M,andres5@adventure-works.com,150000,West,Port Macquarie,New South Wales,,539.99,45
Albert,1976-07-27,S,M,albert7@adventure-works.com,90000,South,Perth,South Australia,,21.49,43
Grant,1976-05-22,M,M,grant3@adventure-works.com,100000,East,Hervey Bay,Queensland,,2.29,64
Nathaniel,1976-07-18,S,M,nathaniel14@adventure-works.com,100000,South,Townsville,Queensland,,1120.49,3
Claudia,1975-05-27,M,F,claudia1@adventure-works.com,80000,West,Findon,South Australia,,34.99,46
Francisco,1975-04-19,S,M,francisco10@adventure-works.com,80000,East,Lane Cove,New South Wales,,63.5,89
Rosa,1976-09-13,S,F,rosa19@adventure-works.com,110000,East,Matraville,New South Wales,,539.99,2
Jaime,1976-07-11,M,M,jaime28@adventure-works.com,110000,South,Sunbury,Victoria,,21.49,98
Haley,1975-03-20,S,F,haley13@adventure-works.com,90000,West,Rockhampton,Queensland,,3.99,72
Ruben,1975-05-17,S,M,ruben32@adventure-works.com,100000,South,Darlinghurst,New South Wales,,539.99,49
Kelli,1975-12-26,M,F,kelli43@adventure-works.com,100000,East,Seaford,Victoria,,21.49,87
Jenny,1974-02-16,M,F,jenny22@adventure-works.com,90000,South,Bendigo,Victoria,,3.99,40
Erick,1974-02-14,M,M,erick0@adventure-works.com,100000,West,Coffs Harbour,New South Wales,,2.29,96
Danny,1974-08-26,M,M,danny1@adventure-works.com,110000,East,South Melbourne,Victoria,,2384.07,97
Evan,1975-08-19,M,M,evan44@adventure-works.com,110000,East,Port Macquarie,New South Wales,,34.99,89
Dennis,1975-08-11,M,M,dennis11@adventure-works.com,110000,South,Springwood,New South Wales,,8.99,32
Renee,1975-07-11,S,F,renee8@adventure-works.com,110000,West,Melton,Victoria,,2384.07,84
Colin,1975-06-03,M,M,colin32@adventure-works.com,130000,South,Darlinghurst,New South Wales,,8.99,1
Julia,1945-05-17,S,F,julia52@adventure-works.com,70000,East,La Jolla,California,,4.99,53
Mason,1945-11-07,S,M,mason32@adventure-works.com,130000,South,Yakima,Washington,,34.99,57
Fernando,1945-07-19,S,M,fernando7@adventure-works.com,170000,West,Port Hammond,British Columbia,,2294.99,53
Leonard,1945-12-23,M,M,leonard21@adventure-works.com,170000,East,Burbank,California,,4.99,80
Chelsea,1946-10-18,M,F,chelsea14@adventure-works.com,80000,East,Chula Vista,California,,9.99,56
Xavier,1946-10-25,M,M,xavier42@adventure-works.com,100000,South,Oak Bay,British Columbia,,2443.35,11
Anna,1946-10-18,M,F,anna44@adventure-works.com,120000,West,Daly City,California,,2319.99,59
Rachel,1946-06-26,M,F,rachel53@adventure-works.com,130000,South,Glendale,California,,9.99,29
Makayla,1947-02-07,M,F,makayla18@adventure-works.com,110000,East,Metchosin,British Columbia,,4.99,7
Kaitlyn,1947-09-03,M,F,kaitlyn12@adventure-works.com,120000,South,Oregon City,Oregon,,2443.35,22
Abigail,1947-09-26,M,F,abigail58@adventure-works.com,120000,West,Issaquah,Washington,,8.99,41
Nicole,1977-08-06,M,F,nicole36@adventure-works.com,60000,East,La Jolla,California,,4.99,95
Isabella,1977-04-16,M,F,isabella36@adventure-works.com,70000,East,Issaquah,Washington,,53.99,62
Heather,1977-03-18,M,F,heather0@adventure-works.com,70000,South,Cliffside,British Columbia,,2443.35,1
Destiny,1980-03-26,M,F,destiny9@adventure-works.com,60000,West,Lakewood,California,,564.99,42
Ronnie,1959-05-10,M,M,ronnie0@adventure-works.com,80000,South,Rhodes,New South Wales,,24.99,74
Alvin,1959-03-21,M,M,alvin22@adventure-works.com,80000,East,Lavender Bay,New South Wales,,2.29,87
Ashlee,1959-04-15,S,F,ashlee20@adventure-works.com,80000,South,Wollongong,New South Wales,,2443.35,55
Emily,1959-12-03,S,F,emily3@adventure-works.com,80000,West,Goulburn,New South Wales,,7.95,35
Lee,1960-06-03,S,M,lee14@adventure-works.com,70000,East,Goulburn,New South Wales,,2443.35,60
Shane,1960-04-15,S,M,shane15@adventure-works.com,70000,East,Malabar,New South Wales,,3.99,98
Stacey,1961-03-08,S,F,stacey16@adventure-works.com,70000,South,Sydney,New South Wales,,32.6,91
Rosa,1961-10-09,S,F,rosa12@adventure-works.com,70000,West,Geelong,Victoria,,7.95,94
Sophia,1962-06-17,M,F,sophia8@adventure-works.com,130000,South,Melton,Victoria,,1120.49,11
Linda,1962-06-25,S,F,linda34@adventure-works.com,130000,East,Milsons Point,New South Wales,,34.99,29
Taylor,1977-04-09,S,F,taylor16@adventure-works.com,80000,South,Newton,British Columbia,,24.49,1
Allison,1978-11-05,S,F,allison25@adventure-works.com,30000,West,Vancouver,British Columbia,,2294.99,84
Levi,1978-07-18,S,M,levi4@adventure-works.com,30000,East,Chicago,Illinois,,21.98,37
Benjamin,1978-03-24,S,M,benjamin54@adventure-works.com,60000,East,Kirkland,Washington,,1120.49,65
Sarah,1978-07-18,S,F,sarah15@adventure-works.com,60000,South,Spokane,Washington,,1120.49,14
Megan,1978-08-25,S,F,megan52@adventure-works.com,60000,West,W. Linn,Oregon,,34.99,45
Nicole,1978-06-28,S,F,nicole17@adventure-works.com,60000,South,Walla Walla,Washington,,2384.07,47
Curtis,1978-05-08,S,M,curtis14@adventure-works.com,60000,East,Beverly Hills,California,,8.99,100
Ricardo,1963-11-13,M,M,ricardo6@adventure-works.com,130000,South,Cranbourne,Victoria,,4.99,84
Kristi,1963-06-17,S,F,kristi23@adventure-works.com,160000,West,Matraville,New South Wales,,34.99,25
Amanda,1970-03-26,M,F,amanda29@adventure-works.com,130000,East,Grossmont,California,,8.99,34
Jack,1970-08-14,M,M,jack11@adventure-works.com,130000,East,Los Angeles,California,,2384.07,39
Ian,1961-10-15,M,M,ian73@adventure-works.com,70000,South,Langley,British Columbia,,8.99,88
Amber,1967-10-05,S,F,amber10@adventure-works.com,70000,West,Melbourne,Victoria,,4.99,54
Carlos,1967-03-16,M,M,carlos27@adventure-works.com,70000,South,Coffs Harbour,New South Wales,,1214.85,96
Louis,1971-03-15,S,M,louis31@adventure-works.com,80000,East,Bendigo,Victoria,,53.99,13
Kristy,1971-07-09,M,F,kristy15@adventure-works.com,90000,South,Milsons Point,New South Wales,,2294.99,2
